"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"815","Adam Raska","MIN","R","5","33.65","23","29","44.23","12","20","37.50","11","15","42.31","1","1","50.00","1.07","0.63","63.01","8","10","44.44","4","3","57.14","1","0","100.00","4","7","36.36","0","0","-","15","25","37.50","0","1","0.00","9.09","93.33","1.024","1","7","8","29","11.11","4","13","12","25.00"
"866","Vincent Iorio","WSH","D","6","58.95","42","53","44.21","29","36","44.62","18","23","43.90","2","1","66.67","1.46","1.81","44.67","21","22","48.84","6","5","54.55","1","1","50.00","15","17","46.88","1","0","100.00","26","27","49.06","0","0","-","11.11","95.65","1.068","7","6","3","67","70.00","12","12","7","63.16"
"727","Sam Poulin","PIT","R","3","23.116666666667","19","24","44.19","14","15","48.28","11","10","52.38","0","1","0.00","0.42","0.97","30.23","8","8","50.00","2","4","33.33","0","1","0.00","6","4","60.00","0","0","-","11","17","39.29","0","0","-","0.00","90.00","0.900","2","8","2","20","50.00","2","9","7","22.22"
"691","Nico Sturm","S.J","C","63","741.76666666667","654","827","44.16","448","591","43.12","312","403","43.64","22","42","34.38","24.52","36.92","39.91","289","424","40.53","115","171","40.21","8","23","25.81","174","253","40.75","8","12","40.00","433","486","47.12","6","7","46.15","7.05","89.58","0.966","82","158","166","617","33.06","209","233","324","39.21"
"223","Jimmy Vesey","NYR","L","80","852.5","702","888","44.15","505","605","45.50","348","394","46.90","24","33","42.11","30.4","37.06","45.07","330","379","46.54","131","161","44.86","11","17","39.29","199","218","47.72","5","10","33.33","370","593","38.42","8","6","57.14","6.90","91.62","0.985","91","240","195","647","31.82","160","312","355","31.07"
"374","Frank Vatrano","ANA","R","82","1048.1833333333","950","1202","44.14","696","882","44.11","502","613","45.02","47","67","41.23","42.3","51.55","45.07","442","550","44.56","193","238","44.78","24","29","45.28","249","312","44.39","11","27","28.95","579","739","43.93","12","11","52.17","9.36","89.07","0.984","188","190","165","760","53.26","341","291","361","48.58"
"652","Calen Addison","MIN, S.J","D","72","1026.45","917","1161","44.13","627","824","43.21","412","571","41.91","28","55","33.73","35.24","55.08","39.02","402","592","40.44","152","244","38.38","20","26","43.48","250","348","41.81","7","18","28.00","590","645","47.77","1","11","8.33","6.80","90.37","0.972","120","173","126","899","48.78","340","266","316","51.83"
"91","Tyson Barrie","NSH","D","41","603.31666666667","537","680","44.12","389","488","44.36","278","359","43.64","24","26","48.00","25.8","29.79","46.41","255","323","44.12","109","128","45.99","19","16","54.29","146","195","42.82","5","4","55.56","308","364","45.83","0","6","0.00","8.63","92.76","1.014","83","103","55","481","60.14","182","177","158","53.53"
"486","Givani Smith","S.J","R","36","280.81666666667","236","299","44.11","176","221","44.33","115","152","43.07","6","19","24.00","11.1","13.86","44.48","96","138","41.03","52","53","49.52","3","8","27.27","44","85","34.11","3","9","25.00","141","180","43.93","0","2","0.00","5.22","87.50","0.927","32","68","37","243","46.38","68","84","87","43.87"
"214","Colton Parayko","STL","D","82","1613.7333333333","1347","1708","44.09","998","1232","44.75","703","828","45.92","61","71","46.21","58.41","75.07","43.76","615","792","43.71","245","319","43.44","24","33","42.11","370","473","43.89","27","21","56.25","821","1084","43.10","10","17","37.04","8.68","91.43","1.001","167","325","276","1090","37.70","409","492","583","41.23"
"458","Max Lajoie","TOR","D","7","81.233333333333","59","75","44.03","39","52","42.86","27","36","42.86","2","2","50.00","1.79","2.9","38.23","23","35","39.66","9","6","60.00","1","0","100.00","14","29","32.56","1","2","33.33","29","40","42.03","0","0","-","7.41","94.44","1.019","14","14","6","80","70.00","22","19","12","64.71"
"641","Liam Foudy","CBJ, NSH","C","13","126.1","101","129","43.91","73","91","44.51","52","68","43.33","5","6","45.45","6.1","5.63","52.01","54","62","46.55","28","26","51.85","3","2","60.00","26","36","41.94","1","2","33.33","49","73","40.16","1","2","33.33","9.62","91.18","1.008","11","26","25","107","30.56","20","30","42","32.26"
"64","Marco Scandella","STL","D","65","734.16666666667","587","750","43.90","427","547","43.84","306","397","43.53","26","25","50.98","24.61","35.9","40.67","271","357","43.15","103","169","37.87","13","14","48.15","168","188","47.19","9","6","60.00","332","399","45.42","4","5","44.44","8.50","93.70","1.022","99","137","68","760","59.28","186","206","154","54.71"
"668","Jack St. Ivany","PIT","D","14","162.31666666667","129","165","43.88","91","110","45.27","55","71","43.65","6","7","46.15","6.53","6.14","51.53","63","66","48.84","26","25","50.98","2","4","33.33","37","41","47.44","2","0","100.00","76","90","45.78","2","3","40.00","10.91","90.14","1.010","15","18","17","168","46.88","34","37","42","44.74"
"305","Nathan Walker","STL","L","45","469.98333333333","364","466","43.86","250","320","43.86","177","220","44.58","13","15","46.43","13.78","20.14","40.63","160","210","43.24","63","86","42.28","5","9","35.71","97","124","43.89","4","4","50.00","189","255","42.57","4","2","66.67","7.34","93.18","1.005","42","116","50","385","45.65","77","149","108","41.62"
"560","MacKenzie Entwistle","CHI","R","67","709.86666666667","622","796","43.86","435","584","42.69","327","433","43.03","15","41","26.79","23.98","37.09","39.27","269","407","39.79","101","165","37.97","7","21","25.00","168","242","40.98","2","11","15.38","341","454","42.89","6","9","40.00","4.59","90.53","0.951","71","138","63","587","52.99","157","212","193","44.86"
"50","Alec Martinez","VGK","D","55","915.93333333333","889","1139","43.84","607","737","45.16","436","501","46.53","43","46","48.31","35.06","42.87","44.99","410","508","44.66","148","186","44.31","22","18","55.00","262","322","44.86","16","14","53.33","510","652","43.89","5","14","26.32","9.86","90.82","1.007","119","200","137","655","46.48","265","273","281","48.53"
"199","Tanner Pearson","MTL","L","54","574.65","495","634","43.84","349","440","44.23","230","297","43.64","16","27","37.21","22.27","29.9","42.69","219","305","41.79","101","136","42.62","8","17","32.00","118","169","41.11","5","7","41.67","277","350","44.18","3","3","50.00","6.96","90.91","0.979","71","123","94","452","43.03","131","187","184","41.59"
"268","Andrew Copp","DET","C","79","1001.0166666667","824","1056","43.83","579","760","43.24","410","491","45.50","46","50","47.92","34.06","43.61","43.86","371","484","43.39","151","174","46.46","27","27","50.00","220","310","41.51","12","14","46.15","507","662","43.37","7","9","43.75","11.22","89.82","1.010","147","255","198","712","42.61","274","344","383","41.70"
"22","Nick Foligno","CHI","L","74","969.95","808","1036","43.82","570","735","43.68","397","523","43.15","34","55","38.20","35.54","44.38","44.47","361","502","41.83","145","206","41.31","21","27","43.75","216","296","42.19","10","14","41.67","486","617","44.06","3","14","17.65","8.56","89.48","0.980","147","221","137","649","51.76","284","298","320","47.02"
"367","Jake Evans","MTL","C","82","997.21666666667","883","1133","43.80","602","776","43.69","413","539","43.38","34","42","44.74","39.83","50.54","44.07","406","512","44.23","188","206","47.72","19","25","43.18","218","306","41.60","11","12","47.83","483","679","41.57","3","5","37.50","8.23","92.21","1.004","109","226","218","708","33.33","216","314","429","33.49"
"347","Louie Belpedio","PHI","D","12","148.61666666667","127","163","43.79","91","106","46.19","68","62","52.31","9","3","75.00","5.04","6.67","43.05","59","77","43.38","22","28","44.00","4","3","57.14","37","49","43.02","2","0","100.00","72","79","47.68","3","0","100.00","13.24","95.16","1.084","18","34","18","132","50.00","42","47","33","56.00"
"678","Rafael Harvey-Pinard","MTL","L","45","458.26666666667","374","480","43.79","249","335","42.64","173","227","43.25","15","14","51.72","15.22","20.3","42.85","169","201","45.68","65","69","48.51","6","5","54.55","104","132","44.07","7","5","58.33","190","290","39.58","2","4","33.33","8.67","93.83","1.025","48","97","63","365","43.24","83","141","133","38.43"
"276","J.T. Compher","DET","L","77","1030.25","887","1140","43.76","611","801","43.27","416","533","43.84","46","50","47.92","37.23","46.84","44.28","419","516","44.81","150","190","44.12","26","25","50.98","269","326","45.21","14","20","41.18","492","700","41.28","6","5","54.55","11.06","90.62","1.017","176","211","192","704","47.83","281","288","352","44.39"
"81","Brayden Schenn","STL","C","82","1074.7666666667","925","1190","43.74","682","844","44.69","475","571","45.41","45","52","46.39","39.23","53.05","42.51","432","570","43.11","176","234","42.93","24","33","42.11","256","336","43.24","14","11","56.00","570","729","43.88","7","8","46.67","9.47","90.89","1.004","169","206","186","762","47.61","296","308","378","43.92"
"467","Patrik Laine","CBJ","L","18","204.98333333333","185","238","43.74","138","166","45.39","89","117","43.20","9","16","36.00","7.58","10.96","40.87","77","106","42.08","28","43","39.44","4","8","33.33","49","63","43.75","3","6","33.33","116","130","47.15","2","2","50.00","10.11","86.32","0.964","43","47","23","147","65.15","68","63","46","59.65"
"481","Tyson Jost","BUF","C","43","421.88333333333","318","409","43.74","226","298","43.13","153","198","43.59","12","22","35.29","12.9","19.64","39.65","149","193","43.57","62","93","40.00","3","9","25.00","87","100","46.52","7","5","58.33","190","247","43.48","2","8","20.00","7.84","88.89","0.967","76","91","53","330","58.91","110","120","117","48.46"
"542","Michael Rasmussen","DET","C","75","964.15","810","1043","43.71","559","725","43.54","396","467","45.89","40","38","51.28","33.85","43.28","43.88","364","474","43.44","146","176","45.34","25","20","55.56","218","298","42.25","10","10","50.00","475","645","42.41","5","8","38.46","10.10","91.86","1.020","126","242","180","727","41.18","246","330","367","40.13"
"585","Gustav Lindström","ANA, MTL","D","46","670.93333333333","523","674","43.69","372","474","43.97","254","322","44.10","28","17","62.22","22.74","28.83","44.10","237","318","42.70","105","129","44.87","18","10","64.29","132","189","41.12","4","6","40.00","296","389","43.21","6","1","85.71","11.02","94.72","1.057","64","138","80","538","44.44","131","203","197","39.94"
"705","Nikita Okhotiuk","CGY, S.J","D","52","765.76666666667","682","879","43.69","478","624","43.38","329","436","43.01","23","47","32.86","29.5","39.98","42.46","299","427","41.18","128","170","42.95","8","23","25.81","171","257","39.95","9","18","33.33","398","502","44.22","6","6","50.00","6.99","89.22","0.962","50","120","112","666","30.86","194","198","248","43.89"
"165","Brandon Saad","STL","L","82","1063.5","945","1220","43.65","713","889","44.51","510","629","44.78","47","52","47.47","42.11","53.52","44.03","456","573","44.31","178","237","42.89","23","29","44.23","278","336","45.28","16","10","61.54","545","733","42.64","8","13","38.10","9.22","91.73","1.009","140","211","147","771","48.78","274","295","347","44.12"
"243","Liam O'Brien","ARI","C","75","705.08333333333","576","745","43.60","403","517","43.80","280","345","44.80","27","25","51.92","24.84","30.66","44.76","258","323","44.41","105","123","46.05","16","12","57.14","153","200","43.34","7","9","43.75","337","461","42.23","4","4","50.00","9.64","92.75","1.024","106","174","121","609","46.70","185","225","227","44.90"
"263","Anthony Duclair","S.J, T.B","L","73","973.65","886","1147","43.58","616","819","42.93","432","576","42.86","46","46","50.00","40.56","48.82","45.38","431","567","43.19","181","227","44.36","26","21","55.32","250","340","42.37","12","17","41.38","500","664","42.96","8","8","50.00","10.65","92.01","1.027","149","242","147","733","50.34","313","317","337","48.15"
"101","Ben Chiarot","DET","D","77","1308.7833333333","1150","1490","43.56","826","1048","44.08","581","718","44.73","61","75","44.85","48.3","58.17","45.36","499","673","42.58","199","247","44.62","33","34","49.25","300","426","41.32","16","30","34.78","682","882","43.61","12","11","52.17","10.50","89.55","1.001","137","302","218","973","38.59","327","449","455","41.82"
"812","Wyatt Kaiser","CHI","D","32","479.4","389","504","43.56","274","370","42.55","187","262","41.65","17","20","45.95","17.06","21.35","44.42","172","244","41.35","65","88","42.48","10","10","50.00","107","156","40.68","5","6","45.45","219","274","44.42","2","4","33.33","9.09","92.37","1.015","36","70","52","419","40.91","123","128","123","50.00"
"97","Casey Cizikas","NYI","C","70","801.35","660","857","43.51","485","569","46.02","328","402","44.93","28","29","49.12","29.27","33.41","46.69","293","347","45.78","141","141","50.00","15","12","55.56","152","206","42.46","8","11","42.11","367","555","39.80","5","6","45.45","8.54","92.79","1.013","76","212","184","689","29.23","145","274","322","31.05"
"693","Brett Leason","ANA","R","68","702.71666666667","572","744","43.47","401","495","44.75","268","356","42.95","20","29","40.82","22.53","30.63","42.39","228","350","39.45","97","145","40.08","10","15","40.00","131","205","38.99","8","8","50.00","346","430","44.59","2","6","25.00","7.46","91.85","0.993","99","152","86","585","53.51","176","210","205","46.19"
"734","Simon Holmstrom","NYI","R","75","855.41666666667","738","961","43.44","528","654","44.67","350","456","43.42","30","37","44.78","27.88","38.17","42.21","294","445","39.78","121","160","43.06","17","15","53.13","173","285","37.77","8","18","30.77","479","563","45.97","5","4","55.56","8.57","91.89","1.005","137","188","152","742","47.40","251","272","293","46.14"
"632","Ty Emberson","S.J","D","30","498.73333333333","417","544","43.39","289","376","43.46","207","241","46.21","16","20","44.44","16.64","21.82","43.26","170","251","40.38","65","86","43.05","8","8","50.00","105","165","38.89","4","9","30.77","288","335","46.23","4","3","57.14","7.73","91.70","0.994","32","98","98","393","24.62","142","139","194","42.26"
"603","Carson Meyer","CBJ","R","14","127.5","108","141","43.37","70","94","42.68","44","65","40.37","3","5","37.50","4.51","6.07","42.58","40","71","36.04","18","32","36.00","3","4","42.86","22","39","36.07","0","1","0.00","58","71","44.96","0","0","-","6.82","92.31","0.991","10","22","10","114","50.00","23","30","33","41.07"
"654","Jan Jenik","ARI","R","5","41.8","36","47","43.37","24","25","48.98","16","15","51.61","1","2","33.33","1.24","1.65","42.84","10","19","34.48","4","4","50.00","0","0","-","6","15","28.57","0","2","0.00","27","29","48.21","1","0","100.00","6.25","86.67","0.929","2","13","6","37","25.00","12","18","11","52.17"
"514","Oskar Steen","BOS","C","34","303.15","221","289","43.33","149","188","44.21","97","133","42.17","6","8","42.86","7.58","9.61","44.08","94","117","44.55","33","49","40.24","2","6","25.00","61","68","47.29","3","2","60.00","112","174","39.16","1","0","100.00","6.19","93.98","1.002","20","96","58","274","25.64","36","124","101","26.28"
"340","Nicolas Aube-Kubel","WSH","R","60","714.38333333333","544","713","43.28","373","508","42.34","247","328","42.96","26","21","55.32","19.64","27.38","41.78","238","295","44.65","84","125","40.19","12","12","50.00","154","170","47.53","7","3","70.00","262","536","32.83","7","6","53.85","10.53","93.60","1.041","26","162","252","492","9.35","59","200","409","12.61"
"899","Georgii Merkulov","BOS","C","4","40.916666666667","29","38","43.28","20","26","43.48","15","21","41.67","1","0","100.00","1.28","1.87","40.70","12","17","41.38","4","10","28.57","0","0","-","8","7","53.33","0","0","-","17","27","38.64","1","0","100.00","6.67","100.00","1.067","7","11","6","29","53.85","8","15","12","40.00"
"279","Gustav Olofsson","SEA","D","1","14.95","16","21","43.24","8","14","36.36","5","6","45.45","0","0","-","0.52","0.77","40.12","6","11","35.29","3","5","37.50","0","0","-","3","6","33.33","0","0","-","11","11","50.00","0","0","-","0.00","100.00","1.000","4","0","2","10","66.67","7","0","5","58.33"
"850","Zack Bolduc","STL","C","25","277.63333333333","206","271","43.19","163","202","44.66","112","138","44.80","12","12","50.00","8.26","11.42","41.97","92","115","44.44","31","62","33.33","6","4","60.00","61","53","53.51","6","6","50.00","136","164","45.33","0","2","0.00","10.71","91.30","1.020","40","43","28","227","58.82","66","61","69","48.89"
"515","Matthew Phillips","PIT, WSH","R","31","280.16666666667","229","302","43.13","156","205","43.21","102","133","43.40","9","11","45.00","11.74","12.72","48.00","115","132","46.56","52","57","47.71","4","5","44.44","63","75","45.65","3","5","37.50","119","159","42.81","2","1","66.67","8.82","91.73","1.006","48","53","31","234","60.76","70","70","60","53.85"
"399","Brandon Carlo","BOS","D","76","1230.3","981","1294","43.12","728","952","43.33","524","642","44.94","55","38","59.14","47.2","55","46.19","459","581","44.13","214","226","48.64","33","20","62.26","245","355","40.83","13","10","56.52","480","843","36.28","9","8","52.94","10.50","94.08","1.046","59","290","269","1079","17.99","152","401","519","22.65"
"236","Josh Anderson","MTL","R","78","1018.9","897","1184","43.10","637","823","43.63","428","593","41.92","36","48","42.86","39.25","53.58","42.28","409","557","42.34","178","238","42.79","16","29","35.56","231","319","42.00","12","13","48.00","521","667","43.86","7","6","53.85","8.41","91.91","1.003","130","239","171","702","43.19","241","321","351","40.71"
"628","Filip Zadina","S.J","R","72","847.21666666667","793","1049","43.05","537","765","41.24","369","527","41.18","24","61","28.24","32.82","46.94","41.15","354","525","40.27","145","206","41.31","10","31","24.39","209","319","39.58","12","19","38.71","450","603","42.74","2","11","15.38","6.50","88.43","0.949","80","159","117","684","40.61","211","238","262","44.61"
"230","Brock McGinn","ANA","L","24","229.21666666667","185","245","43.02","133","166","44.48","93","115","44.71","6","11","35.29","8.06","9.75","45.24","77","108","41.62","31","46","40.26","4","6","40.00","46","62","42.59","2","5","28.57","105","147","41.67","0","0","-","6.45","90.43","0.969","20","56","28","201","41.67","40","70","77","34.19"
"250","Dominik Kubalik","OTT","L","74","745.81666666667","615","816","42.98","447","557","44.52","295","386","43.32","16","44","26.67","24.77","36.33","40.54","243","387","38.57","96","158","37.80","8","18","30.77","147","229","39.10","4","17","19.05","366","463","44.15","4","9","30.77","5.42","88.60","0.940","112","161","81","701","58.03","210","222","192","52.24"
"203","Mike Matheson","MTL","D","82","1425.3166666667","1253","1664","42.96","909","1119","44.82","630","751","45.62","49","60","44.95","57.17","70.11","44.92","584","796","42.32","237","293","44.72","25","29","46.30","347","503","40.82","18","24","42.86","710","968","42.31","6","7","46.15","7.78","92.01","0.998","154","285","262","856","37.02","394","447","539","42.23"
"587","Fabian Zetterlund","S.J","L","82","1195.9333333333","1061","1410","42.94","769","987","43.79","515","667","43.57","48","67","41.74","46.96","64.77","42.03","474","699","40.41","182","294","38.24","23","34","40.35","292","405","41.89","19","20","48.72","645","811","44.30","6","13","31.58","9.32","89.96","0.993","132","292","195","812","40.37","348","409","434","44.50"
"63","Travis Hamonic","OTT","D","48","628.9","564","750","42.92","403","520","43.66","279","377","42.53","25","37","40.32","24.12","34.74","40.98","236","365","39.27","114","148","43.51","14","17","45.16","122","217","35.99","6","13","31.58","341","409","45.47","5","7","41.67","8.96","90.19","0.991","97","139","96","554","50.26","206","207","195","51.37"
"686","Kyle MacLean","NYI","C","32","317.48333333333","230","306","42.91","172","204","45.74","117","138","45.88","11","6","64.71","10.43","11.72","47.08","108","120","47.37","44","44","50.00","5","2","71.43","64","76","45.71","3","3","50.00","129","200","39.21","3","1","75.00","9.40","95.65","1.051","62","64","35","286","63.92","102","86","80","56.04"
"237","Matthew Benning","S.J","D","14","209.15","169","225","42.89","129","171","43.00","85","127","40.09","4","8","33.33","7.66","12.59","37.84","70","121","36.65","35","64","35.35","4","5","44.44","35","57","38.04","0","2","0.00","111","122","47.64","0","1","0.00","4.71","93.70","0.984","20","24","24","201","45.45","62","48","70","46.97"
"676","Hugh McGing","STL","L","5","40.9","30","40","42.86","23","23","50.00","17","15","53.13","0","5","0.00","1.55","1.31","54.14","14","20","41.18","5","5","50.00","0","3","0.00","9","15","37.50","0","1","0.00","16","20","44.44","0","1","0.00","0.00","66.67","0.667","4","6","3","36","57.14","10","9","5","66.67"
"719","Henry Thrun","S.J","D","51","850.93333333333","710","947","42.85","482","700","40.78","321","466","40.79","26","46","36.11","29.4","42.89","40.67","317","442","41.77","124","185","40.13","13","17","43.33","193","257","42.89","10","19","34.48","434","583","42.67","3","10","23.08","8.10","90.13","0.982","90","179","121","678","42.65","247","258","298","45.32"
"98","David Savard","MTL","D","60","982.13333333333","883","1178","42.84","639","813","44.01","437","561","43.79","50","51","49.50","41.97","51.45","44.92","437","563","43.70","194","219","46.97","31","20","60.78","243","344","41.40","14","23","37.84","486","630","43.55","4","8","33.33","11.44","90.91","1.024","118","178","146","625","44.70","304","299","322","48.56"
"505","Nikita Zaitsev","CHI","D","38","547.93333333333","478","639","42.79","333","454","42.31","223","324","40.77","14","23","37.84","19.14","25.03","43.34","205","308","39.96","83","96","46.37","8","13","38.10","122","212","36.53","3","6","33.33","308","346","47.09","3","4","42.86","6.28","92.90","0.992","82","85","44","476","65.08","195","133","123","61.32"
"513","Michael Pezzetta","MTL","L","61","462.81666666667","361","484","42.72","240","328","42.25","163","221","42.45","20","16","55.56","11.81","20.55","36.50","136","222","37.99","52","80","39.39","9","9","50.00","84","142","37.17","10","5","66.67","203","251","44.71","1","2","33.33","12.27","92.76","1.050","50","96","44","444","53.19","75","144","113","39.89"
"394","Christian Fischer","DET","R","79","820.2","681","916","42.64","495","641","43.57","352","435","44.73","31","33","48.44","30.53","34.84","46.70","301","411","42.28","130","144","47.45","18","21","46.15","171","267","39.04","7","9","43.75","405","558","42.06","6","3","66.67","8.81","92.41","1.012","124","197","126","702","49.60","241","274","280","46.26"
"707","Samuel Bolduc","NYI","D","34","429.58333333333","362","487","42.64","278","325","46.10","186","231","44.60","16","19","45.71","17.08","18.68","47.76","177","210","45.74","76","80","48.72","10","10","50.00","101","130","43.72","4","7","36.36","202","285","41.48","2","2","50.00","8.60","91.77","1.004","66","100","48","369","57.89","115","149","127","47.52"
"72","Mike Hoffman","S.J","C","66","776.1","621","836","42.62","451","602","42.83","311","408","43.25","21","36","36.84","27.68","39","41.51","279","408","40.61","108","177","37.89","9","16","36.00","171","231","42.54","6","9","40.00","383","485","44.12","6","11","35.29","6.75","91.18","0.979","81","140","128","606","38.76","198","204","270","42.31"
"690","Mason Morelli","VGK","L","9","92.1","78","105","42.62","59","65","47.58","45","44","50.56","3","6","33.33","3.82","3.42","52.76","37","52","41.57","15","17","46.88","2","1","66.67","22","35","38.60","1","3","25.00","41","56","42.27","0","2","0.00","6.67","86.36","0.930","12","22","16","74","42.86","18","28","23","43.90"
"774","Jake Neighbours","STL","L","77","961.55","802","1081","42.59","586","778","42.96","413","549","42.93","37","44","45.68","36.16","49.88","42.02","384","503","43.29","165","211","43.88","25","24","51.02","219","292","42.86","6","13","31.58","473","620","43.28","6","7","46.15","8.96","91.99","1.009","150","187","119","737","55.76","272","279","266","50.56"
"908","Connor Bedard","CHI","C","68","1043.15","892","1203","42.58","627","874","41.77","438","608","41.87","37","67","35.58","41.3","54.58","43.07","432","598","41.94","160","255","38.55","19","35","35.19","272","343","44.23","15","18","45.45","530","654","44.76","3","14","17.65","8.45","88.98","0.974","186","203","91","658","67.15","381","288","265","58.98"
"670","Cole Koepke","T.B","L","9","59.416666666667","43","58","42.57","33","42","44.00","23","29","44.23","3","3","50.00","2.48","2.21","52.96","19","26","42.22","11","8","57.89","2","1","66.67","8","18","30.77","1","2","33.33","25","30","45.45","0","0","-","13.04","89.66","1.027","9","21","3","61","75.00","16","25","12","57.14"
"18","Marc-Edouard Vlasic","S.J","D","57","826.9","741","1000","42.56","516","681","43.11","341","486","41.23","25","49","33.78","30.79","45.39","40.42","319","495","39.19","140","201","41.06","12","30","28.57","179","294","37.84","6","14","30.00","433","589","42.37","7","5","58.33","7.33","89.92","0.972","40","139","133","758","23.12","177","241","291","37.82"
"100","Byron Froese","VGK","C","16","160.11666666667","128","173","42.52","94","112","45.63","69","71","49.29","4","6","40.00","5.74","6.2","48.05","61","91","40.13","26","24","52.00","3","1","75.00","35","67","34.31","1","3","25.00","61","84","42.07","0","2","0.00","5.80","91.55","0.973","11","40","25","146","30.56","19","50","45","29.69"
"242","Jaycob Megna","CHI","D","44","682.18333333333","561","761","42.44","379","547","40.93","272","382","41.59","19","34","35.85","22.81","31.76","41.80","255","361","41.40","107","140","43.32","13","17","43.33","148","221","40.11","4","11","26.67","313","428","42.24","2","6","25.00","6.99","91.10","0.981","49","126","69","633","41.53","150","188","179","45.59"
"584","Jan Rutta","S.J","D","69","1117.7166666667","943","1280","42.42","647","922","41.24","439","652","40.24","33","56","37.08","37.09","55.84","39.91","402","585","40.73","159","250","38.88","13","28","31.71","243","335","42.04","15","18","45.45","573","762","42.92","5","10","33.33","7.52","91.41","0.989","78","240","178","889","30.47","275","374","393","41.17"
"920","Jiri Smejkal","OTT","L","20","164.31666666667","140","190","42.42","103","118","46.61","57","83","40.71","2","7","22.22","5.13","6.84","42.84","55","79","41.04","13","32","28.89","0","3","0.00","42","47","47.19","1","1","50.00","81","107","43.09","1","3","25.00","3.51","91.57","0.951","24","24","18","160","57.14","39","36","41","48.75"
"688","Jacob Lucchini","MIN","C","40","352.16666666667","276","375","42.40","199","265","42.89","126","194","39.38","10","13","43.48","10.13","13.39","43.06","114","157","42.07","37","69","34.91","4","8","33.33","77","88","46.67","4","1","80.00","155","228","40.47","2","4","33.33","7.94","93.30","1.012","24","51","39","330","38.10","47","81","87","35.07"
"343","Christian Dvorak","MTL","C","30","374.7","317","431","42.38","221","295","42.83","155","199","43.79","12","15","44.44","13.83","19.11","41.99","141","213","39.83","65","88","42.48","5","5","50.00","76","125","37.81","5","8","38.46","179","244","42.32","2","2","50.00","7.74","92.46","1.002","59","65","77","262","43.38","90","102","141","38.96"
"167","Matt Nieto","PIT","L","22","198.63333333333","169","230","42.36","121","166","42.16","89","113","44.06","8","4","66.67","6.59","9.53","40.91","67","93","41.88","30","35","46.15","4","3","57.14","37","58","38.95","2","0","100.00","83","156","34.73","2","1","66.67","8.99","96.46","1.054","11","40","56","165","16.42","21","50","103","16.94"
"331","Robby Fabbri","DET","C","68","716.8","627","853","42.36","449","622","41.92","311","437","41.58","28","39","41.79","27.49","35.82","43.42","284","394","41.89","111","140","44.22","15","19","44.12","173","254","40.52","6","15","28.57","360","486","42.55","7","5","58.33","9.00","91.08","1.001","94","132","98","590","48.96","160","192","205","43.84"
"651","Jakub Lauko","BOS","C","60","572.48333333333","402","548","42.32","290","361","44.55","192","244","44.04","16","17","48.48","16.89","19.99","45.79","185","222","45.45","86","92","48.31","10","10","50.00","99","130","43.23","3","6","33.33","202","347","36.79","3","1","75.00","8.33","93.03","1.014","44","188","92","507","32.35","68","231","184","26.98"
"598","Cole Guttman","CHI","C","27","278.48333333333","245","334","42.31","169","236","41.73","122","174","41.22","6","21","22.22","8.96","15.55","36.56","92","184","33.33","32","70","31.37","3","11","21.43","60","114","34.48","2","6","25.00","150","174","46.30","1","4","20.00","4.92","87.93","0.928","42","42","26","229","61.76","73","70","77","48.67"
"726","Egor Afanasyev","NSH","L","2","22.283333333333","22","30","42.31","17","19","47.22","10","14","41.67","0","1","0.00","0.7","1.13","38.33","10","16","38.46","1","6","14.29","0","1","0.00","9","10","47.37","0","0","-","14","15","48.28","0","0","-","0.00","92.86","0.929","4","4","5","18","44.44","8","5","7","53.33"
"822","Mikael Pyyhtia","CBJ","L","17","198.61666666667","175","239","42.27","124","169","42.32","92","119","43.60","5","9","35.71","6.17","11.16","35.59","70","122","36.46","22","55","28.57","2","6","25.00","48","67","41.74","2","2","50.00","110","137","44.53","1","1","50.00","5.43","92.44","0.979","32","38","31","149","50.79","58","59","70","45.31"
"161","Jean-Gabriel Pageau","NYI","C","82","968.96666666667","841","1151","42.22","588","773","43.20","391","521","42.87","34","43","44.16","37.72","43.33","46.54","377","501","42.94","180","188","48.91","22","18","55.00","197","313","38.63","7","15","31.82","495","726","40.54","5","10","33.33","8.70","91.75","1.004","133","228","259","790","33.93","232","316","437","34.68"
"324","Jakub Vrana","STL","L","21","215.96666666667","179","245","42.22","136","189","41.85","102","138","42.50","9","15","37.50","8.94","14.23","38.59","89","132","40.27","40","59","40.40","6","8","42.86","49","73","40.16","3","3","50.00","101","118","46.12","0","4","0.00","8.82","89.13","0.980","36","27","21","186","63.16","64","43","56","53.33"
